tiempo,potencia,id
1,0.687660197729769,0
2,0.682655925790309,0
3,0.670572439887709,0
4,0.643232027340413,0
5,0.69669229830343,0
6,0.674722323935066,0
7,0.671670938606127,0
8,0.679360429635054,0
9,0.72232393506652,0
10,0.709019895032345,0
11,0.696082021237642,0
12,0.693396802148175,0
13,0.690467472232394,0
14,0.671670938606127,0
15,0.68912486268766,0
16,0.707433174661296,0
17,0.673745880629806,0
18,0.667032832906139,0
19,0.711094837056023,0
20,0.708043451727084,0
21,0.686805809837666,0
22,0.706822897595508,0
23,0.696814353716587,0
24,0.667276943732454,0
25,0.677529598437691,0
26,0.713535945319175,0
27,0.707555230074454,0
28,0.706090565116563,0
29,0.677773709264006,0
30,0.835957524716221,1
31,0.685219089466618,0
32,0.67704137678506,0
33,0.600024411082632,0
34,0.599902355669474,0
35,0.581838154522153,0
36,0.606371292566825,0
37,0.585743927743196,0
38,0.62175027462468,0
39,0.61064323202734,0
40,0.620407665079946,0
41,0.576101550103747,0
42,0.628463322348346,0
43,0.617844501403637,0
44,0.63432198217991,0
45,0.609300622482607,0
46,0.636763090443061,0
47,0.647259855974612,0
48,0.627608934456243,0
49,0.630660319785182,0
50,0.56438423044062,0
51,0.609300622482607,0
52,0.632979372635176,0
53,0.652142072500915,0
54,0.628219211522031,0
55,0.646161357256194,0
56,0.64640546808251,0
57,0.689979250579763,0
58,0.72232393506652,0
59,0.712437446600757,0
60,0.712925668253387,0
61,0.738069083363847,0
62,0.748809959721714,0
63,0.707311119248139,0
64,0.715366776516538,0
65,0.678750152569267,0
66,0.69766874160869,0
67,0.691932137190284,0
68,0.701940681069205,0
69,0.743195410716465,0
70,0.736116196753326,0
71,0.717197607713902,0
72,0.679604540461369,0
73,0.684852923227145,0
74,0.720004882216526,0
75,0.683754424508727,0
76,0.714634444037593,0
77,0.742218967411205,0
78,0.764188941779568,1
79,0.775051873550592,1
80,0.758208226534847,1
81,0.830709141950446,1
82,0.861345050652997,1
83,0.825582814597827,1
84,0.785182472842671,1
85,0.804711338947882,1
86,0.774563651897962,1
87,0.79628951544001,1
88,0.773098986940071,1
89,0.774441596484804,1
90,0.728426705724399,0
91,0.77517392896375,1
92,0.762968387647992,1
93,0.780422311729525,1
94,0.787989747345295,1
95,0.786158916147931,1
96,0.740754302453314,0
97,0.739899914561211,0
98,0.747711461003296,0
99,0.757720004882217,1
100,0.740998413279629,0
101,0.725375320395459,0
102,0.751129012571708,1
103,0.76260222140852,1
104,0.716343219821799,0
105,0.767850604174295,1
106,0.692298303429757,0
107,0.733553033077017,0
108,0.710972781642866,0
109,0.731111924813866,0
110,0.708531673379714,0
111,0.699987794458684,0
112,0.681435371658733,0
113,0.719638715977054,0
114,0.703893567679727,0
115,0.700231905284999,0
116,0.704015623092884,0
117,0.730013426095447,0
118,0.71329183449286,0
119,0.743927743195411,0
120,0.722568045892835,0
121,0.735627975100696,0
122,0.743195410716465,0
123,0.723056267545466,0
124,0.74295129989015,0
125,0.738313194190162,0
126,0.748199682655926,0
127,0.707921396313927,0
128,0.674600268521909,0
129,0.732576589771756,0
130,0.748565848895399,0
131,0.786158916147931,1
132,0.771756377395338,1
133,0.748199682655926,0
134,0.750274624679605,1
135,0.718784328084951,0
136,0.958501159526425,1
137,0.781764921274259,1
138,0.823874038813621,1
139,0.777004760161113,1
140,0.763212498474307,1
141,0.794458684242646,1
142,0.784938362016355,1
143,0.759184669840107,1
144,0.801537898205785,1
145,0.75051873550592,1
146,0.723178322958623,0
147,0.752837788355914,1
148,0.72635176370072,0
149,0.746612962284877,0
150,0.777248870987428,1
151,0.768827047479556,1
152,0.799096789942634,1
153,0.838154522153058,1
154,0.8098376663005,1
155,0.784083974124252,1
156,0.795191016721592,1
157,0.786280971561089,1
158,0.77920175759795,1
159,0.806908336384719,1
160,0.82546075918467,1
161,0.815696326132064,1
162,0.830098864884658,1
163,0.806053948492616,1
164,0.817283046503112,1
165,0.810936165018919,1
166,0.781398755034786,1
167,0.777615037226901,1
168,0.687171976077139,0
169,0.662150616379836,0
170,0.637251312095692,0
171,0.662150616379836,0
172,0.65494934700354,0
173,0.674478213108751,0
174,0.669473941169291,0
175,0.69669229830343,0
176,0.652508238740388,0
177,0.719394605150738,0
178,0.744904186500671,0
179,0.711827169534969,0
180,0.76711827169535,1
181,0.73440742096912,0
182,0.731722201879653,0
183,0.722934212132308,0
184,0.685463200292933,0
185,0.725497375808617,0
186,0.6841205907482,0
187,0.713902111558648,0
188,0.715977053582326,0
189,0.719882826803369,0
190,0.742218967411205,0
191,0.685585255706091,0
192,0.706090565116563,0
193,0.708531673379714,0
194,0.673501769803491,0
195,0.678872207982424,0
196,0.638471866227267,0
197,0.656902233614061,0
198,0.67704137678506,0
199,0.697912852435006,0
200,0.742585133650677,0
201,0.699011351153424,0
202,0.690345416819236,0
203,0.705968509703405,0
204,0.700964237763945,0
205,0.726962040766508,0
206,0.689491028927133,0
207,0.721591602587575,0
208,0.709141950445502,0
209,0.743927743195411,0
210,0.718662272671793,0
211,0.69766874160869,0
212,0.716465275234957,0
213,0.72183571341389,0
214,0.736116196753326,0
215,0.742585133650677,0
216,0.739167582082265,0
217,0.754302453313805,1
218,0.768704992066398,1
219,0.787867691932137,1
220,0.722079824240205,0
221,0.749542292200659,1
222,0.733186866837544,0
223,0.688514585621872,0
224,0.711949224948127,0
225,0.732454534358599,0
226,0.723788600024411,0
227,0.712315391187599,0
228,0.67704137678506,0
229,0.665934334187721,0
230,0.694495300866594,0
231,0.727328207005981,0
232,0.708531673379714,0
233,0.724276821677041,0
234,0.718418161845478,0
235,0.716465275234957,0
236,0.689002807274503,0
237,0.694861467106066,0
238,0.698279018674478,0
239,0.668131331624558,0
240,0.693518857561333,0
241,0.70621262052972,0
242,0.689979250579763,0
243,0.866471378005615,1
244,0.708043451727084,0
245,0.691077749298181,0
246,0.70572439887709,0
247,0.72232393506652,0
248,0.734773587208593,0
249,0.771268155742707,1
250,0.73391919931649,0
251,0.732332478945441,0
252,0.733553033077017,0
253,0.745636518979617,0
254,0.755645062858538,1
255,0.762724276821677,1
256,0.775295984376907,1
