tiempo,potencia_q
2138,8.905
2139,6.668
2140,5.958
2141,5.383
2142,5.477
2143,5.881
2144,7.589
2145,6.771
2146,5.488
2147,5.618
2148,5.911
2149,6.999
2150,6.132
2151,6.015
2152,6.051
2153,6.25
2154,5.7
2155,5.991
2156,5.34
2157,5.831
2158,5.475
2159,4.664
2160,4.637
2161,3.716
2162,3.415
2163,2.774
2164,3.007
2165,3.793
2166,4.641
2167,5.577
2168,5.164
2169,4.959
2170,4.291
2171,4.508
2172,4.852
2173,4.582
2174,5.046
2175,6.051
2176,5.148
2177,6.364
2178,6.02
2179,5.813
2180,5.912
2181,6.268
2182,5.378
2183,5.566
2184,6.104
2185,5.634
2186,5.702
2187,4.441
2188,4.087
2189,4.217
2190,4.332
2191,4.784
2192,6.157
2193,5.215
2194,5.135
2195,6.436
2196,6.521
2197,6.46
2198,7.051
2199,6.792
2200,7.01
2201,7.249
2202,7.198
2203,7.636
2204,7.099
2205,7.249
2206,6.764
2207,5.968
2208,6.056
2209,5.8
2210,5.54
2211,5.392
2212,5.935
2213,5.159
2214,5.207
2215,5.459
2216,6.034
2217,5.393
2218,5.468
2219,5.742
2220,6.368
2221,6.89
2222,7.569
2223,6.715
2224,6.917
2225,7.724
2226,7.449
2227,8.369
2228,8.093
2229,7.625
2230,7.821
2231,8.064
2232,7.787
2233,7.58
2234,7.635
2235,6.428
2236,6.03
2237,6.378
2238,6.475
2239,6.811
2240,7.559
2241,6.471
2242,6.001
2243,6.302
2244,6.165
2245,5.684
2246,5.872
2247,7.003
2248,6.135
2249,7.308
2250,7.249
2251,6.566
2252,7.401
2253,7.661
2254,6.791
2255,5.596
2256,5.29
2257,4.062
2258,3.856
2259,3.524
2260,3.578
2261,4.632
2262,6.222
2263,6.864
2264,7.216
2265,5.954
2266,5.967
2267,6.727
2268,7.445
2269,7.648
2270,7.661
2271,7.988
2272,6.028
2273,5.046
2274,5.201
2275,5.487
2276,5.823
2277,6.623
2278,6.795
2279,7.53
2280,8.08
2281,8.79
2282,9.172
2283,6.924
2284,6.34
2285,6.76
2286,6.828
2287,6.791
2288,6.422
2289,6.42
2290,6.049
2291,6.156
2292,6.68
2293,6.648
2294,6.748
2295,7.275
2296,7.019
2297,6.176
2298,6.131
2299,6.094
2300,7.391
2301,6.779
2302,7.07
2303,7.502
2304,6.285
2305,7.236
2306,7.703
2307,8.059
2308,8.06
2309,7.38
2310,8.082
2311,7.445
2312,8.18
2313,7.297
2314,7.056
2315,6.8
2316,6.721
2317,7.343
2318,7.527
2319,7.362
2320,6.515
2321,7.565
2322,8.248
2323,8.077
2324,7.808
2325,8.091
2326,8.427
2327,7.089
2328,8.09
2329,8.224
2330,7.574
2331,7.161
2332,6.741
2333,6.746
2334,7.152
2335,8.566
2336,7.616
2337,7.927
2338,7.635
2339,7.401
2340,6.758
2341,7.294
2342,7.141
2343,7.648
2344,7.536
2345,6.363
2346,6.469
2347,6.699
2348,6.569
2349,6.974
2350,7.255
2351,6.728
2352,4.714
2353,5.154
2354,5.11
2355,5.109
2356,6.348
2357,6.016
2358,6.504
2359,6.257
2360,7.451
2361,9.385
2362,9.048
2363,9.189
2364,8.083
2365,8.59
2366,8.659
2367,8.354
2368,7.909
2369,7.494
2370,8.02
2371,6.368
2372,7.764
2373,8.004
2374,9.689
2375,10.283
2376,10.227
2377,10.472
2378,9.197
2379,9.269
2380,7.225
2381,7.578
2382,8.275
2383,8.08
2384,7.736
2385,8.736
2386,8.118
2387,8.689
2388,8.561
2389,8.385
2390,8.678
2391,8.869
2392,7.895
2393,8.805
2394,8.095
2395,7.912
2396,8.678
2397,7.968
2398,8.397
2399,8.13
2400,7.961
2401,7.702
2402,7.712
2403,8.469
2404,8.503
2405,7.488
2406,7.978
2407,8.01
2408,7.372
2409,7.202
2410,6.992
2411,6.584
2412,6.733
2413,7.083
2414,7.265
2415,6.973
2416,7.335
2417,7.196
2418,7.805
2419,8.114
2420,8.105
2421,8.158
2422,7.919
2423,7.447
2424,7.985
2425,7.412
2426,5.769
2427,6.073
2428,6.154
2429,6.246
2430,6.96
2431,6.838
2432,6.826
2433,9.7
2434,7.671
2435,8.361
2436,7.973
2437,7.508
2438,7.325
2439,6.706
2440,7.5
2441,8.011
2442,5.829
2443,5.481
2444,6.318
2445,5.17
2446,5.477
2447,5.27
2448,4.728
2449,3.553
2450,3.676
2451,3.634
2452,5.444
2453,5.285
2454,6.794
2455,6.31
2456,5.777
2457,6.379
2458,6.548
2459,6.308
2460,5.637
2461,6.048
2462,6.423
2463,6.721
2464,6.147
2465,6.953
2466,5.753
2467,7.473
2468,7.982
2469,7.732
2470,8.398
2471,8.392
2472,7.959
2473,8.487
2474,8.081
2475,6.772
2476,6.998
2477,7.091
2478,8.145
2479,8.017
2480,7.707
2481,8.093
2482,7.826
2483,7.716
2484,7.73
2485,7.948
2486,8.706
2487,8.463
2488,7.509
2489,8.094
2490,8.724
2491,7.817
2492,7.928
2493,7.863
2494,8.561
2495,8.228
2496,7.89
2497,8.314
2498,8.058
2499,7.343
2500,7.738
2501,6.993
2502,6.897
2503,6.257
2504,7.299
2505,7.374
2506,7.721
2507,7.468
2508,8.068
2509,6.894
2510,7.115
2511,6.646
2512,7.188
2513,8.453
2514,7.436
2515,8.048
2516,7.772
2517,8.427
2518,8.34
2519,7.965
2520,8.343
2521,8.394
2522,7.641
2523,6.498
2524,6.515
2525,6.628
2526,7.171
2527,9.253
2528,5.567
2529,6.777
2530,6.151
2531,5.506
2532,6.356
2533,5.445
2534,5.724
2535,6.822
2536,5.673
2537,5.887
2538,5.015
2539,5.547
2540,5.868
2541,6.696
2542,6.052
2543,4.365
2544,4.047
2545,3.008
2546,2.999
2547,3.291
2548,3.227
2549,2.893
2550,3.168
2551,2.978
2552,3.135
2553,3.715
2554,3.674
2555,3.934
2556,3.364
2557,2.759
2558,3.068
2559,3.719
2560,3.885
2561,4.204
2562,4.092
2563,3.613
2564,3.641
2565,4.224
2566,4.247
2567,3.675
2568,4.199
2569,4.714
2570,3.714
2571,2.794
2572,4.725
2573,6.812
2574,6.636
2575,9.77
2576,8.394
2577,8.623
2578,9.548
2579,9.271
2580,9.105
2581,9.212
2582,8.903
2583,10.077
2584,9.117
2585,9.903
2586,9.046
2587,9.965
2588,8.797
2589,7.824
2590,8.059
2591,8.007
2592,8.908
2593,8.618
2594,8.704
2595,8.09
2596,8.675
2597,8.372
2598,8.792
2599,8.459
2600,8.857
2601,7.474
2602,7.13
2603,7.904
2604,8.106
2605,7.73
2606,7.382
2607,7.306
2608,7.904
2609,8.204
2610,8.447
2611,8.417
2612,9.111
2613,9.044
2614,9.186
2615,8.811
2616,9.407
2617,8.559
2618,8.585
2619,7.159
2620,6.788
2621,6.502
2622,8.083
2623,9.235
2624,7.539
2625,7.727
2626,6.759
2627,7.733
2628,7.236
2629,7.888
2630,7.715
2631,7.917
2632,6.654
2633,8.262
2634,7.637
2635,7.278
2636,7.352
2637,7.682
2638,7.585
2639,6.09
2640,5.611
2641,4.944
2642,4.679
2643,6.107
2644,4.696
2645,4.976
2646,6.471
2647,5.324
2648,4.823
2649,4.355
2650,3.915
2651,3.804
2652,4.473
2653,5.24
2654,4.683
2655,5.115
2656,4.764
2657,6.053
2658,6.821
2659,7.365
2660,7.491
2661,7.491
2662,7.135
2663,7.185
2664,7.357
2665,7.651
2666,6.329
2667,5.428
2668,5.398
2669,4.734
2670,5.989
2671,7.133
2672,7.924
2673,7.73
2674,8.318
2675,8.044
2676,9.188
2677,8.569
2678,8.489
2679,8.837
2680,8.727
2681,8.744
2682,8.846
2683,9.289
2684,0
2685,8.922
2686,8.726
2687,9.151
2688,8.231
